id,traditional,simplified,pinyin,meaning,LEVEL
6852,長,长,zhǎng,"long, be strong/good (in/at)",6
6853,賬,账,zhàng,"account, bill, debt, CL:本[ben3],筆|笔[bi3]",6
6854,賬戶,账户,zhànghù,"bank account, online account",6
6855,漲,涨,zhǎng,"rise, go up (of water/prices/etc.)",6
6856,招,招,zhāo,m.[general],6
6857,障礙,障碍,zhàngài,"discouragement, bottleneck, clog, bar, encumbrance, embarrassment, malfunction, jam-up, baffle, impediment, obstruction, rub, roadblock, stay, rubber, disturbance, balk, holdback, bunker, stymy, remora, obstacle, barrier, stumbling_block, hitch, handicap, lesion, hedge, snag, drawback, let, wall, crab, difficulty, penalty, hang-up, facer, hindrance, hurdle",6
6858,照樣,照样,zhàoyàng,"as before, (same) as usual, in the same manner, still, nevertheless",6
6859,照耀,照耀,zhàoyào,"to shine, to illuminate",6
6860,招聘,招聘,zhāopìn,"to invite applications for a job, to recruit",6
6861,哲學,哲学,zhéxué,"ism, philosophic, philosophical, philosophy, school of thought, doctrine",6
6862,這就是說,这就是说,zhèjiùshìshuō,This means that,6
6863,鎮,镇,zhèn,"town, garrison post, trading center",6
6864,爭奪,争夺,zhēngduó,"to fight over, to contest, to vie over",6
6865,整頓,整顿,zhěngdùn,"rectify, reorganize",6
6866,正當,正当,zhèngdāng,"proper, legitimate",6
6867,整治,整治,zhěngzhì,"renovate, repair, dredge (river/etc.), punish, discipline, do, work at, prepare, make ready, arrange, regulate, deal with problem or adversary",6
6868,政策,政策,zhèngcè,"statism, tack, line, policy, statecraft",6
6869,政權,政权,zhèngquán,"rein, political power, political/state power, state power, power, regime, political",6
6870,癥狀,症状,zhèngzhuàng,symptom,6
6871,政黨,政党,zhèngdǎng,political party,6
6872,之類,之类,zhīlèi,conj.: such like,6
6873,支援,支援,zhīyuán,"backstop, support, side, help, patronize, root, stand by, bear, angel, hold out, back, see through, assist, assistance, sustain, back up",6
6874,支撐,支撑,zhīcheng,"prop up, sustain, support",6
6875,知名,知名,zhīmíng,"noted, famous",6
6876,織,织,zhī,"to weave, to knit",6
6877,枝,枝,zhī,m.[general],6
6878,直升機,直升机,zhíshēngjī,"helicopter, CL:架[jia4]",6
6879,職責,职责,zhízé,"duty, responsibility, obligation",6
6880,止,止,zhǐ,"demeanor, bearing",6
6881,只得,只得,zhǐdé,have to,6
6882,只顧,只顾,zhǐgù,"solely preoccupied (with one thing), engrossed, focusing (on sth), to look after only one aspect",6
6883,只管,只管,zhǐguǎn,"solely engrossed in one thing, just (one thing, no need to worry about the rest), simply, by all means, please feel free, do not hesitate (to ask for sth)",6
6884,指數,指数,zhǐshù,"exponential, index, index number, index (number), indicant, exponential function, exponent, power, index_number, indicator",6
6885,指定,指定,zhǐdìng,"earmark, appointed, specify, set, domicile, appointment, ticket, fix, name, delegate, specified, express, named, consign, designate, assignment, state, depute, appoint, nominate, dictate, assign, destine, determine",6
6886,指頭,指头,zhǐtou,"finger, toe, CL:個|个[ge4]",6
6887,指著,指着,zhǐzhe,Poke,6
6888,至於,至于,zhìyú,as for/to,6
6889,智慧,智慧,zhìhuì,"lore, sapiency, sconce, wit, intelligence, gumption, savvy, wiseness, soundness, wisdom, grey_matter, sapience",6
6890,治病,治病,zhìbìng,to treat an illness,6
6891,中華,中华,Zhōnghuá,"the Chinese nation, China",6
6892,中等,中等,zhōngděng,medium,6
6893,中外,中外,zhōngwài,China and foreign countries,6
6894,中期,中期,zhōngqī,"middle (of a period of time), medium-term (plan, forecast etc)",6
6895,忠心,忠心,zhōngxīn,"good faith, devotion, loyalty, dedication",6
6896,腫,肿,zhǒng,"to swell, swelling, swollen",6
6897,鐘頭,钟头,zhōngtóu,hour,6
6898,種種,种种,zhǒngzhǒng,all kinds of,6
6899,珠寶,珠宝,zhūbǎo,"pearls, jewels, precious stones",6
6900,諸位,诸位,zhūwèi,"(pron) everyone, Ladies and Gentlemen, Sirs",6
6901,主持人,主持人,zhǔchírén,"anchor, emcee, host, symposiarch, anchorman, director, impresario, chair, chairperson, linkman, presenter, compere, master of ceremonies, moderator",6
6902,粥,粥,zhōu,"see 葷粥|荤粥[Xun1 yu4], congee, gruel, porridge, CL:碗[wan3]",6
6903,主角,主角,zhǔjué,"leading role, title_role, star, protagonist, lead, principal, title role, name part",6
6904,煮,煮,zhǔ,"boil, scald, seethe, poach, cook",6
6905,主流,主流,zhǔliú,"main stream/current, essential/main aspect/trend",6
6906,住宅,住宅,zhùzhái,"shebang, dwelling_house, dwelling, roof, abode, residential, home, toft, howff, housing, habitation, homesite, tenement, place, residence, house, property",6
6907,駐,驻,zhù,"halt, stay, be stationed at",6
6908,柱子,柱子,zhùzi,"pillar, CL:根[gen1]",6
6909,專用,专用,zhuānyòng,use for special purpose,6
6910,祝願,祝愿,zhùyuàn,to wish,6
6911,轉動,转动,zhuǎn dòng,"turn (round), move",6
6912,轉,转,zhuǎn,"turn, revolve, rotate",6
6913,賺錢,赚钱,zhuàn qián,"profit, gain, make profit, cash in on, earn money, make money",6
6914,壯觀,壮观,zhuàngguān,"sublime, spectacular, magnificent",6
6915,賺,赚,zhuàn,"knock_up, garner, take in, clear, make profit, earn, gain, draw, realize, make a profit, do, bring_in, get, pull_in, make, bring in, pick_up, pull in",6
6916,追究,追究,zhuījiū,"to investigate, to look into",6
6917,裝備,装备,zhuāngbèi,"equipment, outfit",6
6918,自來水,自来水,zìláishuǐ,"running/tap water, running, tap_water, running water, tap water",6
6919,咨詢,咨询,zīxún,"to consult, to seek advice, consultation, (sales) inquiry (formal)",6
6920,捉,捉,zhuō,"clutch, cop, grasp, nip, hold, seize, capture, take hold of, hent, catch",6
6921,自我,自我,zìwǒ,"self, oneself",6
6922,自學,自学,zìxué,"self-study, to study on one's own",6
6923,自言自語,自言自语,zìyán-zìyǔ,"to talk to oneself, to think aloud, to soliloquize",6
6924,自在,自在,zìzai,"comfortable, unrestrained, at_ease, free",6
6925,宗教,宗教,zōngjiào,"theology, community, religious, cult, creed, faith, religion",6
6926,總部,总部,zǒngbù,"base of operations, head office, armory, base, headquarters",6
6927,總經理,总经理,zǒngjīnglǐ,"CEO, general_manager, chief executive officer, chief operating officer, executive, managing director, general manager, president",6
6928,總監,总监,zǒngjiān,"head, director (of an organizational unit), (police) commissioner, inspector-general, rank of local governor in Tang dynasty administration",6
6929,總量,总量,zǒngliàng,"total, overall amount",6
6930,走私,走私,zǒu sī,smuggle,6
6931,奏,奏,zòu,"to play music, to achieve, to present a memorial to the emperor (old)",6
6932,租金,租金,zūjīn,rent,6
6933,足,足,zú,"excessive, foot, to be sufficient, ample",6
6934,足以,足以,zúyǐ,sufficient/enough to,6
6935,祖父,祖父,zǔfù,"grandad, gramps, grandfather, grandsire, (paternal) grandfather, granddad, grandpa, granddaddy",6
6936,族,族,zú,"race, nationality, ethnicity, clan, by extension, social group (e.g. office workers 上班族)",6
6937,祖國,祖国,zǔguó,"country, China (used only by Chinese), mother_country, China, old_country, fatherland, home, country of origin, mother country, old country, homeland, native land, motherland, metropolis",6
6938,祖母,祖母,zǔmǔ,"father's mother, paternal grandmother",6
6939,最終,最终,zuìzhōng,"final, ultimate",6
6940,罪,罪,zuì,"variant of 罪[zui4], crime",6
6941,鑽,钻,zuān,"an auger, diamond, to drill, to bore, to get into, to make one's way into, to enter (a hole), to thread one's way through, to study intensively, to dig into, to curry favor for personal gain",6
6942,罪惡,罪恶,zuìè,"crime, evil, sin",6
6943,作,作,zuò,"do, make, rise, write, compose, pretend, affect, feign",6
6944,最佳,最佳,zuìjiā,"first-rate, best, superlative, optimum",6
6945,作廢,作废,zuòfèi,"to become invalid, to cancel, to delete, to nullify",6
6946,座談會,座谈会,zuòtánhuì,"colloquium, symposiac, panel_discussion, an informal discussion meeting, symposium, teach-in, forum, symposia, conversazione, panel discussion",6
6947,作戰,作战,zuò zhàn,"do battle, war, fight, battle, conduct operations",6
6948,阿拉伯語,阿拉伯语,Ālābóyǔ,Arabic (language),7
6949,哎,哎,āi,"dissatisfaction, of surprise, swounds, warning",7
6950,哀求,哀求,āiqiú,"to entreat, to implore, to plead",7
6951,哎呀,哎呀,āiyā,"jeez, of wonder, alas, wirra, swounds, lummy, shock, admiration",7
6952,挨家挨戶,挨家挨户,āijiā-āihù,"to go from house to house, house-to-house (search)",7
6953,艾滋病,艾滋病,àizībìng,AIDS (loanword),7
6954,癌,癌,ái,"tumor, sarcoma, leukemia, cancerous, melanoma, malignant tumor, cancer, malignancy, neoplasm, carcinoma",7
6955,癌癥,癌症,áizhèng,"carcinomatosis, cancer",7
6956,愛不釋手,爱不释手,àibùshìshǒu,"to love sth too much to part with it (idiom), to fondle admiringly",7
6957,唉,唉,āi,"mild exclamation/sigh, Gosh!, My!",7
6958,愛理不理,爱理不理,àilǐbùlǐ,"to look cold and indifferent, standoffish",7
6959,愛面子,爱面子,ài miànzi,"to save face, to worry about losing face, proud of one's reputation, sensitive about losing prestige, sense of propriety",7
6960,愛惜,爱惜,àixī,"cherish, treasure",7
6961,礙事,碍事,ài shì,"(usu used in the negative) to be of importance or to matter, to be in the way, to be a hindrance",7
6962,安定,安定,āndìng,stabilize,7
6963,安眠藥,安眠药,ānmiányào,"sleeping pill, CL:粒[li4]",7
6964,安撫,安抚,ānfǔ,"to placate, to pacify, to appease",7
6965,安穩,安稳,ānwěn,smooth and steady,7
6966,安寧,安宁,ānníng,"peaceful, tranquil, calm, composed, free from worry",7
6967,按鍵,按键,ànjiàn,"button or key (on a device), keystroke, CL:個|个[ge4], to press a button",7
6968,按理說,按理说,ànlǐshuō,it is reasonable to say that...,7
6969,安逸,安逸,ānyì,"easy and comfortable, easy",7
6970,安心,安心,ānxīn,"reassured, disburden, set one's mind at rest, feel at ease, reassuring, keep one's mind on sth., be relieved",7
6971,案件,案件,ànjiàn,"a police case, law case, case (of law/etc.), a legal case, case",7
6972,暗地裡,暗地里,àndìli,"secretly, inwardly, on the sly",7
6973,暗中,暗中,ànzhōng,"in the dark, in secret, on the sly, surreptitiously",7
6974,按說,按说,ànshuō,"in the ordinary course of events, ordinarily, normally",7
6975,凹,凹,āo,"depressed, sunken, indented, concave, female (connector etc), variant of 窪|洼[wa1], (used in names)",7
6976,昂貴,昂贵,ángguì,"cost, costly, expensive",7
6977,熬,熬,áo,"to boil, to simmer, to cook on a slow fire, to extract by heating, to decoct, to endure",7
6978,傲,傲,ào,"proud, arrogant, to despise, unyielding, to defy",7
6979,暗殺,暗杀,ànshā,to assassinate,7
6980,熬夜,熬夜,áo yè,to stay up late or all night,7
6981,奧祕,奥秘,àomì,"secret, mystery",7
6982,傲慢,傲慢,àomàn,"arrogant, haughty",7
6983,八卦,八卦,bāguà,"the eight divinatory trigrams of the Book of Changes 易經|易经[Yi4 jing1], gossip, gossipy",7
6984,巴不得,巴不得,bābude,"(coll.) to be eager for, to long for, to look forward to",7
6985,奧運會,奥运会,Àoyùnhuì,"abbr. for 奧林匹克運動會|奥林匹克运动会, Olympic Games, the Olympics",7
6986,扒,扒,bā,"to peel, to skin, to tear, to pull down, to cling to (sth on which one is climbing), to dig, to rake up, to steal, to braise, to crawl",7
6987,芭蕾,芭蕾,bālěi,ballet (loanword),7
6988,把柄,把柄,bǎbǐng,"handle, (fig.) information that can be used against sb",7
6989,把關,把关,bǎ guān,"to guard a pass, to check on sth",7
6990,把手,把手,bǎshou,"handle, grip, knob",7
6991,罷免,罢免,bàmiǎn,"to remove sb from their post, to dismiss",7
6992,靶子,靶子,bǎzi,target,7
6993,壩,坝,bà,"dam, dike, embankment, CL:條|条[tiao2]",7
6994,罷休,罢休,bàxiū,"to give up, to abandon (a goal etc), to let sth go, forget it, let the matter drop",7
6995,掰,掰,bāi,"to break off or break open sth with one's hands, (fig.) to break off (a relationship)",7
6996,白白,白白,báibái,"in vain, to no purpose, for nothing, white",7
6997,霸占,霸占,bàzhàn,"to occupy by force, to seize, to dominate",7
6998,百分比,百分比,bǎifēnbǐ,"percent, per centum, pct, percentage, percent(age)",7
6999,百科全書,百科全书,bǎikēquánshū,"encyclopedia, CL:本[ben3],集[ji2]",7
7000,柏樹,柏树,bǎishù,"cypress tree, Taiwan pr. [bo2 shu4]",7
7001,百合,百合,bǎihé,lily,7
7002,擺放,摆放,bǎifàng,"to set up, to arrange, to lay out",7
7003,擺設,摆设,bǎishe,furnish and decorate (room),7
7004,擺平,摆平,bǎi píng,"to be fair, to be impartial, to settle (a matter etc)",7
7005,拜會,拜会,bàihuì,pay sb. a visit,7
7006,拜年,拜年,bài nián,"to pay a New Year call, to wish sb a Happy New Year",7
7007,拜託,拜托,bàituō,"to request sb to do sth, please!",7
7008,扳,扳,bān,"to pull, to turn (sth) around, to turn around (a situation), to recoup, variant of 攀[pan1]",7
7009,拜見,拜见,bàijiàn,"to pay a formal visit, to call to pay respects, to meet one's senior or superior",7
7010,頒發,颁发,bānfā,"issue, promulgate, award",7
7011,頒獎,颁奖,bān jiǎng,present reward/honor,7
7012,頒布,颁布,bānbù,"to issue, to proclaim, to enact (laws, decrees etc)",7
7013,斑點,斑点,bāndiǎn,"spot, stain, speckle",7
7014,搬遷,搬迁,bānqiān,"to move, to relocate, removal",7
7015,辦不到,办不到,bànbudào,"impossible, can't be done, no can do, unable to accomplish",7
7016,半邊天,半边天,bànbiāntiān,"half the sky, women of the new society, womenfolk",7
7017,板塊,板块,bǎnkuài,"block, slab, tectonic plate, continental plate",7
7018,半場,半场,bànchǎng,"half of a game or contest, half-court",7
7019,半島,半岛,bàndǎo,peninsula,7
7020,半路,半路,bànlù,"halfway, midway, on the way",7
7021,半數,半数,bànshù,"half, half (the number), det.: half",7
7022,半途而廢,半途而废,bàntúérfèi,"to give up halfway (idiom), leave sth unfinished",7
7023,半信半疑,半信半疑,bànxìn-bànyí,"half doubting, dubious, skeptical",7
7024,半真半假,半真半假,bànzhēn-bànjiǎ,(idiom) half true and half false,7
7025,伴,伴,bàn,accompany,7
7026,扮,扮,bàn,"to disguise oneself as, to dress up, to play (a role), to put on (an expression)",7
7027,伴侶,伴侣,bànlǚ,"companion, mate, helpmate, coachfellow, familiar, partner, fere, company",7
7028,伴隨,伴随,bànsuí,"accompany, follow",7
7029,伴奏,伴奏,bànzòu,accompany (with musical instruments),7
7030,幫手,帮手,bāngshou,"helper, assistant",7
7031,綁,绑,bǎng,"bind, tie, bind sb.'s hands behind him, truss up",7
7032,拌,拌,bàn,"to mix, to mix in, to toss (a salad)",7
7033,綁架,绑架,bǎngjià,"to kidnap, to abduct, to hijack, a kidnapping, abduction, staking",7
7034,榜樣,榜样,bǎngyàng,"example, model, CL:個|个[ge4]",7
7035,包袱,包袱,bāofu,"cloth wrapper, bundle wrapped in cloth, burden, millstone round one's neck, punch line (in cross-talk)",7
7036,棒球,棒球,bàngqiú,"no-hitter, apple, grounder, baseball game, homer, change-up, baseball, extra innings, curve, ball game, horsehide, infielder",7
7037,磅,磅,bàng,"see 磅秤 scale, platform balance, (loanword) pound (unit of weight, about 454 grams)",7
7038,包容,包容,bāoróng,"forgive, pardon, contain",7
7039,包扎,包扎,bāozā,"to wrap up, to pack, to bind up (a wound)",7
7040,剝,剥,bō,"to peel, to skin, to shell, to shuck, to peel, to skin, to flay, to shuck",7
7041,煲,煲,bāo,"to cook slowly over a low flame, pot, saucepan",7
7042,飽和,饱和,bǎohé,saturation,7
